Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
683073c8f4a70aca5fd3d032,5caa1d2a4be4c60001efca92,RETURNED,Not Applicable,2025-05-23T13:10:34.785000Z,,,2025-05-27T05:22:21.161543Z,,,1432,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6830741846e01ade67d788c5,5dd7047964cd48000dbefed3,APPROVED,Not Applicable,2025-05-23T13:11:57.169000Z,2025-05-23T13:16:00.753000Z,2025-05-27T05:21:42.452000Z,2025-05-23T13:16:01.381896Z,244.0,C1PE2AUF,374,"Spanish, German, English",30,Female,White,Germany,Germany,Germany,German,No,Full-Time
68307432eec6f539a4784f05,5906ff5f0070cb000186b5fb,APPROVED,Not Applicable,2025-05-23T13:12:22.190000Z,2025-05-23T13:17:56.653000Z,2025-05-23T13:17:57.316000Z,2025-05-23T13:17:57.202901Z,335.0,C1PE2AUF,1767,German,65,Male,White,Germany,Germany,Germany,German,No,Full-Time
6830755505df546b3db0d457,63c0157fbc63b6511d336764,APPROVED,Not Applicable,2025-05-23T13:18:11.947000Z,2025-05-23T13:27:47.772000Z,2025-05-23T13:27:48.438000Z,2025-05-23T13:27:48.332515Z,576.0,C1PE2AUF,1788,"English, German",46,Female,White,Germany,Germany,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
683075da5b9de6af60b7db24,5da0f6e6b16ded001628cfd7,APPROVED,Not Applicable,2025-05-23T13:19:35.809000Z,2025-05-23T13:25:14.686000Z,2025-05-23T13:25:16.787000Z,2025-05-23T13:25:15.455238Z,339.0,C1PE2AUF,882,"English, German",37,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
6830763fd605e7e720b10874,5b059b10f58f8400018af5d5,APPROVED,Not Applicable,2025-05-23T13:21:05.939000Z,2025-05-23T13:27:39.880000Z,2025-05-23T13:27:41.494000Z,2025-05-23T13:27:40.442474Z,394.0,C1PE2AUF,311,"German, English",23,Male,White,Germany,Germany,Germany,German,No,Full-Time
6830770cce172b1fd8e1fb2c,610485a4b72881131d111afd,APPROVED,Not Applicable,2025-05-23T13:24:31.619000Z,2025-05-23T13:28:21.341000Z,2025-05-27T05:21:42.700000Z,2025-05-23T13:28:21.873633Z,230.0,C1PE2AUF,569,"English, German",26,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
6830779ce0e6ddeb37a2a732,63b6c2571996c69d5768edaa,APPROVED,Not Applicable,2025-05-23T13:26:57.224000Z,2025-05-23T13:29:44.138000Z,2025-05-27T05:21:42.949000Z,2025-05-23T13:29:44.676454Z,167.0,C1PE2AUF,124,"English, German",40,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,Full-Time
683077b262f1e1c32bf6fd9a,5d584e8d6c6798000122a0f1,APPROVED,Not Applicable,2025-05-23T13:27:19.486000Z,2025-05-23T13:34:47.749000Z,2025-05-23T13:34:48.309000Z,2025-05-23T13:34:48.218749Z,449.0,C1PE2AUF,635,"English, German",33,Female,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
6830786768c1f52673eea105,61544a00503d1d16d35a2303,APPROVED,Not Applicable,2025-05-23T13:30:27.199000Z,2025-05-23T13:35:55.987000Z,2025-05-23T13:35:56.829000Z,2025-05-23T13:35:56.733019Z,329.0,C1PE2AUF,2033,"German, English",42,Male,White,Germany,Germany,Germany,German,No,Full-Time
683078a47ea4454b3303522d,637e43ed37a85a6f97910c63,APPROVED,Not Applicable,2025-05-23T13:31:30.137000Z,2025-05-23T13:36:26.383000Z,2025-05-27T05:21:43.185000Z,2025-05-23T13:36:26.849374Z,297.0,C1PE2AUF,198,"English, German",30,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
6830794396278cb8a0e3774f,604d17eb4931a500d6e0a3d3,APPROVED,Not Applicable,2025-05-23T13:41:56.697000Z,2025-05-23T13:50:44.715000Z,2025-05-23T13:50:46.312000Z,2025-05-23T13:50:45.212503Z,529.0,C1PE2AUF,1440,"English, German",62,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
6830797331b4868dd1c42e2d,63eaa34e4d5bdf6b859a1149,APPROVED,Not Applicable,2025-05-23T13:34:47.296000Z,2025-05-23T13:39:16.011000Z,2025-05-27T05:21:43.418000Z,2025-05-23T13:39:16.535011Z,269.0,C1PE2AUF,872,"English, German",40,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
68307976b6659e74889c5d9b,611d94093c8afb3ae8b97efa,APPROVED,Not Applicable,2025-05-23T13:34:50.487000Z,2025-05-23T13:42:04.784000Z,2025-05-23T13:42:05.419000Z,2025-05-23T13:42:05.341679Z,435.0,C1PE2AUF,287,"English, German",25,Male,White,Germany,Germany,Germany,German,No,Full-Time
68307bc5149df746b19eb044,58d4ebdec8677b0001a2107b,APPROVED,Not Applicable,2025-05-23T13:44:39.722000Z,2025-05-23T13:52:47.402000Z,2025-05-23T13:52:51.070000Z,2025-05-23T13:52:47.936474Z,488.0,C1PE2AUF,2685,"English, Polish, German",40,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
68307c0cf7c9d1112fbb30d3,5bbbdca68f3bd70001e713ef,APPROVED,Not Applicable,2025-05-23T13:45:56.906000Z,2025-05-23T13:51:24.659000Z,2025-05-23T13:51:25.293000Z,2025-05-23T13:51:25.187953Z,328.0,C1PE2AUF,2107,"German, English",37,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
68307cc9e2d3de77b50f1c19,58c537bfb101a7000129391a,APPROVED,Not Applicable,2025-05-23T13:49:00.760000Z,2025-05-23T13:54:41.272000Z,2025-05-23T13:54:44.426000Z,2025-05-23T13:54:41.722322Z,341.0,C1PE2AUF,2687,"English, French, German",43,Female,White,Germany,Germany,Germany,German,No,Full-Time
68307de049d76ea6d64ccf57,615323ff5ce68a5dbe37eebe,APPROVED,Not Applicable,2025-05-23T13:53:39.247000Z,2025-05-23T13:59:50.964000Z,2025-05-23T13:59:51.716000Z,2025-05-23T13:59:51.592480Z,372.0,C1PE2AUF,1111,"English, German",49,Male,White,Germany,Germany,Germany,German,No,Full-Time
68307f69139b17c38eda6e66,5fb42f807e81960acbfdb22e,APPROVED,Not Applicable,2025-05-23T14:00:09.074000Z,2025-05-23T14:06:39.635000Z,2025-05-23T14:06:40.187000Z,2025-05-23T14:06:40.092855Z,391.0,C1PE2AUF,1016,"English, German",42,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
6830809b7c5f3d87d81fbef7,5962799cb752840001ca478b,APPROVED,Not Applicable,2025-05-23T14:05:19.079000Z,2025-05-23T14:13:29.790000Z,2025-05-23T14:13:30.413000Z,2025-05-23T14:13:30.341732Z,491.0,C1PE2AUF,2563,"English, German",38,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
6830827594c36227bb84b311,5f6e0193d2da8c2cb5e7beec,APPROVED,Not Applicable,2025-05-23T14:13:17.882000Z,2025-05-23T14:16:52.361000Z,2025-05-27T05:21:43.649000Z,2025-05-23T14:16:52.853952Z,215.0,C1PE2AUF,394,"German, English",36,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
68308308b539522863e0dfec,5dd08cf019eecb169dc131ba,APPROVED,Not Applicable,2025-05-23T14:15:41.329000Z,2025-05-23T14:40:53.731000Z,2025-05-23T14:40:54.530000Z,2025-05-23T14:40:54.330402Z,1513.0,C1PE2AUF,1933,German,39,Female,White,Germany,Germany,Germany,German,No,Full-Time
683083c4e87c74e484d490d6,656dfef713b8d414bd002040,APPROVED,Not Applicable,2025-05-23T14:19:38.791000Z,2025-05-23T14:31:20.415000Z,2025-05-23T14:31:21.164000Z,2025-05-23T14:31:21.041332Z,702.0,C1PE2AUF,434,"English, German, Spanish, French",29,Female,White,United States,Germany,United States,German,DATA_EXPIRED,Full-Time
683083d982951a0c6ef619d2,60fe82026da4a38259a8783c,APPROVED,Not Applicable,2025-05-23T14:19:05.593000Z,2025-05-23T14:22:42.803000Z,2025-05-27T05:21:43.878000Z,2025-05-23T14:22:43.238664Z,218.0,C1PE2AUF,1064,"English, German",35,Male,DATA_EXPIRED,Germany,Germany,Germany,German,DATA_EXPIRED,Full-Time
683085f4e9a68ee18b67621d,63ee74be8d86f8b59f5274bb,APPROVED,Not Applicable,2025-05-23T14:28:08.985000Z,2025-05-23T14:35:31.336000Z,2025-05-23T14:35:32.120000Z,2025-05-23T14:35:31.864408Z,443.0,C1PE2AUF,614,"English, German",21,Male,White,Germany,Germany,Germany,German,Yes,Other
683086f1a57c5cf41c524cb5,63b87d2c9edd47ad702413a1,APPROVED,Not Applicable,2025-05-23T14:32:22.127000Z,2025-05-23T14:41:01.749000Z,2025-05-23T14:41:02.856000Z,2025-05-23T14:41:02.225771Z,520.0,C1PE2AUF,1536,"English, German",26,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
683086f205223c865e2b9dac,5c5ee831fac6510001534ee9,APPROVED,Not Applicable,2025-05-23T14:40:04.226000Z,2025-05-23T14:50:42.054000Z,2025-05-23T14:50:42.688000Z,2025-05-23T14:50:42.572263Z,638.0,C1PE2AUF,1110,"German, Croatian",34,Male,White,Germany,Germany,Croatia,German,No,Full-Time
6830872892cea237f99808c7,5dc12924d362410a4ad6d8dd,APPROVED,Not Applicable,2025-05-23T14:33:12.544000Z,2025-05-23T14:46:37.861000Z,2025-05-23T14:46:38.483000Z,2025-05-23T14:46:38.392745Z,806.0,C1PE2AUF,1361,"English, German, Turkish",36,Male,White,Germany,Germany,Germany,German,No,Other
6830874d419eac036b3abc05,5c7dae80f76eef0019019309,APPROVED,Not Applicable,2025-05-23T14:33:52.114000Z,2025-05-23T14:41:23.886000Z,2025-05-23T14:41:24.659000Z,2025-05-23T14:41:24.447257Z,452.0,C1PE2AUF,318,"English, German",28,Male,White,Germany,Germany,Germany,German,No,Full-Time
683087964ad9f9c8a75409be,62c42a1cc2672a0a8e25efc9,APPROVED,Not Applicable,2025-05-23T14:35:27.223000Z,2025-05-23T14:43:23.363000Z,2025-05-23T14:43:24.770000Z,2025-05-23T14:43:23.960712Z,477.0,C1PE2AUF,119,"German, English",22,Male,DATA_EXPIRED,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
683088810564982fb6a745e4,5ea6d2afae702d06452f2ea5,APPROVED,Not Applicable,2025-05-23T14:39:03.423000Z,2025-05-23T14:48:01.157000Z,2025-05-23T14:48:01.828000Z,2025-05-23T14:48:01.698706Z,538.0,C1PE2AUF,829,"English, German",39,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
683089eb1a1ed58da161aa6e,6290c9ce9fd5487972b2af11,APPROVED,Not Applicable,2025-05-23T14:45:03.250000Z,2025-05-23T14:50:17.024000Z,2025-05-23T14:50:17.660000Z,2025-05-23T14:50:17.536686Z,314.0,C1PE2AUF,377,"English, German, Turkish",29,Female,White,Germany,Germany,Germany,German,No,Part-Time
68308aedf81483bf5a1152bd,63b6bfc861dd62d55125a428,APPROVED,Not Applicable,2025-05-23T14:49:21.666000Z,2025-05-23T14:55:47.653000Z,2025-05-23T14:55:48.311000Z,2025-05-23T14:55:48.243031Z,386.0,C1PE2AUF,1476,"German, English",43,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,Full-Time
68308be9d63ee734d9318bed,63ebd41e5ff2ef71859ea5aa,APPROVED,Not Applicable,2025-05-23T14:53:32.446000Z,2025-05-23T14:59:05.855000Z,2025-05-23T14:59:06.566000Z,2025-05-23T14:59:06.468160Z,334.0,C1PE2AUF,1149,"German, English",26,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
68308cb76bfeaf03b3778c77,6154d1ad6039a7b481511037,APPROVED,Not Applicable,2025-05-23T14:56:55.478000Z,2025-05-23T15:05:21.083000Z,2025-05-23T15:05:21.695000Z,2025-05-23T15:05:21.611853Z,506.0,C1PE2AUF,1934,"German, English",68,Female,White,Germany,Germany,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
68308db78da1632c4fa36672,63638dfe0e09f53767fda52b,APPROVED,Not Applicable,2025-05-23T15:01:11.368000Z,2025-05-23T15:08:20.612000Z,2025-05-23T15:08:21.393000Z,2025-05-23T15:08:21.303534Z,430.0,C1PE2AUF,245,"German, English",34,Male,White,Germany,Germany,Germany,German,No,Full-Time
68308ef7ee3c78cd4106b5bb,5bf4033ff719c9000153d38e,APPROVED,Not Applicable,2025-05-23T15:06:31.192000Z,2025-05-23T15:13:48.839000Z,2025-05-23T15:13:49.500000Z,2025-05-23T15:13:49.401578Z,438.0,C1PE2AUF,1245,German,60,Male,White,Germany,Germany,Germany,German,No,Other
68308f8f321d8ea102f61eac,6103b3f524b79dc24a2e413c,APPROVED,Not Applicable,2025-05-23T15:09:07.884000Z,2025-05-23T15:12:54.674000Z,2025-05-27T05:21:44.103000Z,2025-05-23T15:12:55.171255Z,227.0,C1PE2AUF,789,"English, German",40,Female,White,Germany,Germany,Germany,German,No,Full-Time
68308f9055bca78226a9110e,5e5fbff6de7bcc2fc7f396db,APPROVED,Not Applicable,2025-05-23T15:10:00.329000Z,2025-05-23T15:28:50.315000Z,2025-05-23T15:28:50.952000Z,2025-05-23T15:28:50.864048Z,1130.0,C1PE2AUF,2771,"English, Greek, German",31,Female,White,Germany,Germany,Germany,German,Yes,Full-Time
683090767b80d9f98e50738b,627be7db3f5dbd78a324fe22,APPROVED,Not Applicable,2025-05-23T15:12:59.152000Z,2025-05-23T15:20:11.745000Z,2025-05-23T15:20:12.313000Z,2025-05-23T15:20:12.217917Z,433.0,C1PE2AUF,628,"English, German",21,Female,White,Germany,Germany,Germany,German,Yes,Other
6830907cadfb3a32e2b478dd,6106e93f47734da83ba50b8e,APPROVED,Not Applicable,2025-05-23T15:16:02.114000Z,2025-05-23T15:22:44.438000Z,2025-05-23T15:22:45.052000Z,2025-05-23T15:22:44.961484Z,403.0,C1PE2AUF,641,"German, English, Russian",22,Male,White,Germany,Germany,Germany,German,Yes,Other
68309171fa953ea729aa333b,63087c0825f57975757a284a,APPROVED,Not Applicable,2025-05-23T15:17:09.536000Z,2025-05-23T15:23:25.943000Z,2025-05-23T15:23:26.644000Z,2025-05-23T15:23:26.528841Z,377.0,C1PE2AUF,48,"English, German",37,Male,White,Germany,Germany,Germany,German,Yes,Due to start a new job within the next month
683094597c99bbb4d364e2c5,58e3a47a1a964e00019a565e,APPROVED,Not Applicable,2025-05-23T15:29:32.831000Z,2025-05-23T15:38:23.659000Z,2025-05-23T15:38:24.306000Z,2025-05-23T15:38:24.220181Z,531.0,C1PE2AUF,624,"English, Hungarian, German",30,Male,White,Germany,Germany,Germany,German,No,Full-Time
683095131a1ed58da161af2c,5a06ebf2c259f300017656ee,APPROVED,Not Applicable,2025-05-23T15:32:38.137000Z,2025-05-23T15:36:40.563000Z,2025-05-27T05:21:44.333000Z,2025-05-23T15:36:41.055337Z,243.0,C1PE2AUF,958,"English, German",27,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
68309513e0d58c2791a17cc8,5eee61509e63ac300a199f84,APPROVED,Not Applicable,2025-05-23T15:32:53.535000Z,2025-05-23T15:41:14.175000Z,2025-05-23T15:41:14.751000Z,2025-05-23T15:41:14.667074Z,501.0,C1PE2AUF,2103,German,40,Male,White,Germany,Germany,Germany,German,No,Full-Time
6830964a625cad23b0e7645b,6355d51aa2607b8cd2f0b425,APPROVED,Not Applicable,2025-05-23T15:37:52.450000Z,2025-05-23T15:44:28.213000Z,2025-05-23T15:44:31.987000Z,2025-05-23T15:44:28.770022Z,396.0,C1PE2AUF,322,"English, German",21,Female,White,Germany,Germany,Germany,German,Yes,DATA_EXPIRED
6830992b11697ae8533a7db1,5c851854f9d18a00165561b6,APPROVED,Not Applicable,2025-05-23T15:50:08.510000Z,2025-05-23T15:55:20.604000Z,2025-05-23T15:55:23.604000Z,2025-05-23T15:55:21.179484Z,313.0,C1PE2AUF,2042,German,37,Male,White,Germany,Germany,Germany,German,No,Full-Time
